Memory Length,25000,
Trigger Level,0.00V,
Source,CH1,
Probe,1.000E+01,
Vertical Units,V,
Vertical Scale,5.000E-01,
Vertical Position,-1.000E+00,
Horizontal Units,S,
Horizontal Scale,5.000E-01,
Horizontal Position,0.000E+00,
Horizontal Mode,Roll Mode,
Sampling Period,2.000E-04,
Firmware,V1.13,
Time,17-Dec-13 16:54:39,
Mode,Detail,
Waveform Data,
-2.500000e+00,0.000000e+00,
-2.499800e+00,0.000000e+00,
-2.499600e+00,0.000000e+00,
-2.499400e+00,0.000000e+00,
-2.499200e+00,2.000000e-02,
-2.499000e+00,0.000000e+00,
-2.498800e+00,0.000000e+00,
-2.498600e+00,0.000000e+00,
-2.498400e+00,0.000000e+00,
-2.498200e+00,0.000000e+00,
-2.498000e+00,0.000000e+00,
-2.497800e+00,0.000000e+00,
-2.497600e+00,0.000000e+00,
-2.497400e+00,0.000000e+00,
-2.497200e+00,0.000000e+00,
-2.497000e+00,0.000000e+00,
-2.496800e+00,0.000000e+00,
-2.496600e+00,0.000000e+00,
-2.496400e+00,0.000000e+00,
-2.496200e+00,0.000000e+00,
-2.496000e+00,0.000000e+00,
-2.495800e+00,0.000000e+00,
-2.495600e+00,0.000000e+00,
-2.495400e+00,0.000000e+00,
-2.495200e+00,0.000000e+00,
-2.495000e+00,0.000000e+00,
-2.494800e+00,0.000000e+00,
-2.494600e+00,0.000000e+00,
-2.494400e+00,0.000000e+00,
-2.494200e+00,0.000000e+00,
-2.494000e+00,0.000000e+00,
-2.493800e+00,0.000000e+00,
-2.493600e+00,0.000000e+00,
-2.493400e+00,0.000000e+00,
-2.493200e+00,0.000000e+00,
-2.493000e+00,0.000000e+00,
-2.492800e+00,0.000000e+00,
-2.492600e+00,0.000000e+00,
-2.492400e+00,0.000000e+00,
-2.492200e+00,0.000000e+00,
-2.492000e+00,0.000000e+00,
-2.491800e+00,0.000000e+00,
-2.491600e+00,0.000000e+00,
-2.491400e+00,0.000000e+00,
-2.491200e+00,0.000000e+00,
-2.491000e+00,0.000000e+00,
-2.490800e+00,0.000000e+00,
-2.490600e+00,0.000000e+00,
-2.490400e+00,0.000000e+00,
-2.490200e+00,0.000000e+00,
-2.490000e+00,2.000000e-02,
-2.489800e+00,0.000000e+00,
-2.489600e+00,0.000000e+00,
-2.489400e+00,0.000000e+00,
-2.489200e+00,0.000000e+00,
-2.489000e+00,0.000000e+00,
-2.488800e+00,0.000000e+00,
-2.488600e+00,0.000000e+00,
-2.488400e+00,0.000000e+00,
-2.488200e+00,0.000000e+00,
-2.488000e+00,0.000000e+00,
-2.487800e+00,0.000000e+00,
-2.487600e+00,0.000000e+00,
-2.487400e+00,0.000000e+00,
-2.487200e+00,0.000000e+00,
-2.487000e+00,0.000000e+00,
-2.486800e+00,0.000000e+00,
-2.486600e+00,0.000000e+00,
-2.486400e+00,0.000000e+00,
-2.486200e+00,0.000000e+00,
-2.486000e+00,0.000000e+00,
-2.485800e+00,0.000000e+00,
-2.485600e+00,0.000000e+00,
-2.485400e+00,0.000000e+00,
-2.485200e+00,0.000000e+00,
-2.485000e+00,0.000000e+00,
-2.484800e+00,0.000000e+00,
-2.484600e+00,0.000000e+00,
-2.484400e+00,0.000000e+00,
-2.484200e+00,0.000000e+00,
-2.484000e+00,0.000000e+00,
-2.483800e+00,0.000000e+00,
-2.483600e+00,0.000000e+00,
-2.483400e+00,0.000000e+00,
-2.483200e+00,0.000000e+00,
-2.483000e+00,0.000000e+00,
-2.482800e+00,0.000000e+00,
-2.482600e+00,0.000000e+00,
-2.482400e+00,0.000000e+00,
-2.482200e+00,0.000000e+00,
-2.482000e+00,0.000000e+00,
-2.481800e+00,0.000000e+00,
-2.481600e+00,2.000000e-02,
-2.481400e+00,0.000000e+00,
-2.481200e+00,0.000000e+00,
-2.481000e+00,0.000000e+00,
-2.480800e+00,0.000000e+00,
-2.480600e+00,0.000000e+00,
-2.480400e+00,0.000000e+00,
-2.480200e+00,0.000000e+00,
-2.480000e+00,0.000000e+00,
-2.479800e+00,0.000000e+00,
-2.479600e+00,0.000000e+00,
-2.479400e+00,0.000000e+00,
-2.479200e+00,0.000000e+00,
-2.479000e+00,0.000000e+00,
-2.478800e+00,0.000000e+00,
-2.478600e+00,0.000000e+00,
-2.478400e+00,0.000000e+00,
-2.478200e+00,0.000000e+00,
-2.478000e+00,0.000000e+00,
-2.477800e+00,0.000000e+00,
-2.477600e+00,0.000000e+00,
-2.477400e+00,0.000000e+00,
-2.477200e+00,2.000000e-02,
-2.477000e+00,0.000000e+00,
-2.476800e+00,0.000000e+00,
-2.476600e+00,0.000000e+00,
-2.476400e+00,0.000000e+00,
-2.476200e+00,0.000000e+00,
-2.476000e+00,0.000000e+00,
-2.475800e+00,0.000000e+00,
-2.475600e+00,0.000000e+00,
-2.475400e+00,0.000000e+00,
-2.475200e+00,0.000000e+00,
-2.475000e+00,0.000000e+00,
-2.474800e+00,0.000000e+00,
-2.474600e+00,0.000000e+00,
-2.474400e+00,0.000000e+00,
-2.474200e+00,0.000000e+00,
-2.474000e+00,0.000000e+00,
-2.473800e+00,0.000000e+00,
-2.473600e+00,2.000000e-02,
-2.473400e+00,0.000000e+00,
-2.473200e+00,0.000000e+00,
-2.473000e+00,0.000000e+00,
-2.472800e+00,0.000000e+00,
-2.472600e+00,0.000000e+00,
-2.472400e+00,0.000000e+00,
-2.472200e+00,0.000000e+00,
-2.472000e+00,0.000000e+00,
-2.471800e+00,0.000000e+00,
-2.471600e+00,0.000000e+00,
-2.471400e+00,0.000000e+00,
-2.471200e+00,0.000000e+00,
-2.471000e+00,0.000000e+00,
-2.470800e+00,0.000000e+00,
-2.470600e+00,0.000000e+00,
-2.470400e+00,0.000000e+00,
-2.470200e+00,0.000000e+00,
-2.470000e+00,0.000000e+00,
-2.469800e+00,0.000000e+00,
-2.469600e+00,0.000000e+00,
-2.469400e+00,0.000000e+00,
-2.469200e+00,0.000000e+00,
-2.469000e+00,0.000000e+00,
-2.468800e+00,0.000000e+00,
-2.468600e+00,0.000000e+00,
-2.468400e+00,0.000000e+00,
-2.468200e+00,0.000000e+00,
-2.468000e+00,0.000000e+00,
-2.467800e+00,0.000000e+00,
-2.467600e+00,0.000000e+00,
-2.467400e+00,0.000000e+00,
-2.467200e+00,-2.000000e-02,
-2.467000e+00,0.000000e+00,
-2.466800e+00,0.000000e+00,
-2.466600e+00,0.000000e+00,
-2.466400e+00,0.000000e+00,
-2.466200e+00,0.000000e+00,
-2.466000e+00,0.000000e+00,
-2.465800e+00,2.000000e-02,
-2.465600e+00,0.000000e+00,
-2.465400e+00,0.000000e+00,
-2.465200e+00,0.000000e+00,
-2.465000e+00,0.000000e+00,
-2.464800e+00,0.000000e+00,
-2.464600e+00,0.000000e+00,
-2.464400e+00,0.000000e+00,
-2.464200e+00,0.000000e+00,
-2.464000e+00,0.000000e+00,
-2.463800e+00,2.000000e-02,
-2.463600e+00,0.000000e+00,
-2.463400e+00,0.000000e+00,
-2.463200e+00,0.000000e+00,
-2.463000e+00,0.000000e+00,
-2.462800e+00,0.000000e+00,
-2.462600e+00,0.000000e+00,
-2.462400e+00,0.000000e+00,
-2.462200e+00,0.000000e+00,
-2.462000e+00,0.000000e+00,
-2.461800e+00,2.000000e-02,
-2.461600e+00,0.000000e+00,
-2.461400e+00,0.000000e+00,
-2.461200e+00,0.000000e+00,
-2.461000e+00,0.000000e+00,
-2.460800e+00,-2.000000e-02,
-2.460600e+00,0.000000e+00,
-2.460400e+00,0.000000e+00,
-2.460200e+00,0.000000e+00,
-2.460000e+00,0.000000e+00,
-2.459800e+00,0.000000e+00,
-2.459600e+00,0.000000e+00,
-2.459400e+00,0.000000e+00,
-2.459200e+00,0.000000e+00,
-2.459000e+00,0.000000e+00,
-2.458800e+00,0.000000e+00,
-2.458600e+00,0.000000e+00,
-2.458400e+00,0.000000e+00,
-2.458200e+00,0.000000e+00,
-2.458000e+00,-2.000000e-02,
-2.457800e+00,0.000000e+00,
-2.457600e+00,0.000000e+00,
-2.457400e+00,0.000000e+00,
-2.457200e+00,0.000000e+00,
-2.457000e+00,2.000000e-02,
-2.456800e+00,0.000000e+00,
-2.456600e+00,0.000000e+00,
-2.456400e+00,0.000000e+00,
-2.456200e+00,2.000000e-02,
-2.456000e+00,0.000000e+00,
-2.455800e+00,0.000000e+00,
-2.455600e+00,0.000000e+00,
-2.455400e+00,0.000000e+00,
-2.455200e+00,0.000000e+00,
-2.455000e+00,0.000000e+00,
-2.454800e+00,0.000000e+00,
-2.454600e+00,0.000000e+00,
-2.454400e+00,0.000000e+00,
-2.454200e+00,0.000000e+00,
-2.454000e+00,0.000000e+00,
-2.453800e+00,-2.000000e-02,
-2.453600e+00,0.000000e+00,
-2.453400e+00,2.000000e-02,
-2.453200e+00,0.000000e+00,
-2.453000e+00,0.000000e+00,
-2.452800e+00,0.000000e+00,
-2.452600e+00,0.000000e+00,
-2.452400e+00,0.000000e+00,
-2.452200e+00,0.000000e+00,
-2.452000e+00,0.000000e+00,
-2.451800e+00,0.000000e+00,
-2.451600e+00,0.000000e+00,
-2.451400e+00,0.000000e+00,
-2.451200e+00,0.000000e+00,
-2.451000e+00,0.000000e+00,
-2.450800e+00,0.000000e+00,
-2.450600e+00,0.000000e+00,
-2.450400e+00,0.000000e+00,
-2.450200e+00,-2.000000e-02,
-2.450000e+00,0.000000e+00,
-2.449800e+00,-4.000000e-02,
-2.449600e+00,0.000000e+00,
-2.449400e+00,0.000000e+00,
-2.449200e+00,0.000000e+00,
-2.449000e+00,0.000000e+00,
-2.448800e+00,0.000000e+00,
-2.448600e+00,0.000000e+00,
-2.448400e+00,0.000000e+00,
-2.448200e+00,0.000000e+00,
-2.448000e+00,0.000000e+00,
-2.447800e+00,0.000000e+00,
-2.447600e+00,0.000000e+00,
-2.447400e+00,0.000000e+00,
-2.447200e+00,0.000000e+00,
-2.447000e+00,0.000000e+00,
-2.446800e+00,0.000000e+00,
-2.446600e+00,0.000000e+00,
-2.446400e+00,0.000000e+00,
-2.446200e+00,0.000000e+00,
-2.446000e+00,0.000000e+00,
-2.445800e+00,0.000000e+00,
-2.445600e+00,0.000000e+00,
